,treatment
21662,0
21663,0
21664,1
21665,1
21666,1
21667,0
21668,1
21669,1
21670,1
21671,0
21672,1
21673,1
21674,1
21675,1
21676,0
21677,0
21678,0
21679,1
21680,0
21681,0
21682,1
21683,0
21684,0
21685,1
21686,0
21687,1
21688,1
21689,0
21690,1
21691,1
21692,1
21693,1
21694,1
21695,0
21696,1
21697,0
21698,1
21699,0
21700,0
21701,1
21702,0
21703,0
21704,1
21705,0
21706,1
21707,1
21708,1
21709,1
21710,1
21711,1
21712,1
21713,1
21714,0
21715,1
21716,0
21717,0
21718,1
21719,0
21720,1
21721,1
21722,1
21723,1
21724,1
21725,1
21726,0
21727,0
21728,0
21729,1
21730,0
21731,0
21732,1
21733,1
21734,1
21735,1
21736,0
21737,0
21738,0
21739,0
21740,0
21741,1
21742,1
21743,0
21744,1
21745,1
21746,0
21747,1
21748,1
21749,1
21750,0
21751,1
21752,0
21753,1
21754,1
21755,1
21756,1
21757,1
21758,0
21759,0
21760,1
21761,0
21762,1
21763,0
21764,1
21765,1
21766,0
21767,1
21768,0
21769,0
21770,1
21771,1
21772,0
21773,1
21774,0
21775,1
21776,0
21777,1
21778,0
21779,1
21780,1
21781,0
21782,1
21783,1
21784,0
21785,1
21786,0
21787,1
21788,1
21789,1
21790,0
21791,0
21792,0
21793,0
21794,0
21795,0
21796,1
21797,1
21798,1
21799,0
21800,0
21801,0
21802,1
21803,0
21804,1
21805,0
21806,0
21807,0
21808,1
21809,1
21810,0
21811,1
21812,0
21813,1
21814,1
21815,1
21816,0
21817,0
21818,0
21819,1
21820,0
21821,0
21822,1
21823,0
21824,0
21825,0
21826,1
21827,1
21828,0
21829,1
21830,1
21831,1
21832,1
21833,1
21834,0
21835,0
21836,0
21837,1
21838,1
21839,1
21840,1
21841,1
21842,0
21843,0
21844,1
21845,1
21846,0
21847,1
21848,0
21849,1
21850,1
21851,1
21852,1
21853,1
21854,1
21855,1
21856,1
21857,1
21858,0
21859,1
21860,0
21861,1
21862,0
21863,1
21864,1
21865,0
21866,1
21867,0
21868,0
21869,1
21870,1
21871,1
21872,1
21873,0
21874,1
21875,0
21876,1
21877,1
21878,1
21879,1
21880,1
21881,0
21882,1
21883,0
21884,1
21885,1
21886,1
21887,1
21888,1
21889,0
21890,0
21891,1
21892,1
21893,0
21894,1
21895,1
21896,1
21897,0
21898,1
21899,0
21900,1
21901,1
21902,0
21903,1
21904,0
21905,1
21906,0
21907,1
21908,1
21909,1
21910,1
21911,1
21912,0
21913,1
21914,1
21915,1
21916,0
21917,1
21918,1
21919,1
21920,0
21921,0
21922,1
21923,1
21924,1
21925,1
21926,0
21927,1
21928,1
21929,0
21930,1
21931,1
21932,1
21933,0
21934,1
21935,1
21936,1
21937,0
21938,1
21939,0
21940,0
21941,1
21942,1
21943,1
21944,1
21945,1
21946,1
21947,0
21948,1
21949,0
21950,1
21951,0
21952,0
21954,1
21955,1
21956,1
21957,1
21958,1
21959,1
21960,1
21961,1
21962,1
21963,1
21964,1
21965,0
21966,1
21967,1
21968,0
21969,1
21970,1
21971,1
21972,1
21973,1
21974,1
21975,1
21976,0
21977,1
21978,0
21979,1
21980,0
21981,1
21982,1
21983,1
21984,1
21985,1
21986,1
21987,1
21988,1
21989,0
21990,1
21991,1
21992,0
21993,1
21994,0
21995,1
21996,0
21997,1
21998,1
21999,1
22000,0
22001,1
22002,1
22003,1
22004,1
22005,1
22006,0
22007,0
22008,0
22009,1
22010,1
22011,1
22012,0
22013,0
22014,1
22015,1
22016,1
22017,1
22018,0
22019,1
22020,0
22021,0
22022,1
22023,1
22024,1
22025,1
22026,1
22027,1
22028,1
22029,1
22030,1
22031,0
22032,1
22033,1
22034,1
22035,0
22036,1
22037,1
22038,1
22039,0
22040,0
22041,1
22042,1
22043,1
22044,1
22045,1
22046,1
22047,1
22048,1
22049,1
22050,1
22051,0
22052,0
22053,0
22054,1
22055,1
22056,1
22057,0
22058,1
22059,1
22060,1
22061,1
22062,0
22063,0
22064,1
22065,0
22066,1
22067,1
22068,1
22069,0
22070,0
22071,0
22072,1
22073,0
22074,1
22075,1
22076,1
22077,1
22078,1
22079,0
22080,1
22081,0
22082,1
22083,0
22084,1
22085,0
22086,1
22087,0
22088,0
22089,0
22090,1
22091,0
22092,0
22093,1
22094,1
22095,1
22096,0
22097,1
22098,1
22099,0
22100,1
22101,1
22102,1
22103,0
22104,1
22105,1
22106,1
22107,1
22108,1
22109,1
22110,0
22111,1
22112,1
22113,0
22114,1
22115,0
22116,1
22117,1
22118,0
22119,1
22120,1
22121,0
22122,1
22123,1
22124,1
22125,1
22126,1
22127,1
22128,1
22129,0
22130,0
22131,1
22132,0
22133,1
22134,1
22135,1
22136,1
22137,0
22138,1
22139,1
22140,1
22141,1
22142,1
22143,1
22144,1
22145,1
22146,1
22147,1
22148,1
22149,0
22150,1
22151,1
22152,0
22153,0
22154,0
22155,0
22156,1
22157,0
22158,1
22159,1
22160,1
22161,1
22162,0
22163,1
22164,1
22165,1
22166,0
22167,0
22168,1
22169,1
22170,1
22171,0
22172,1
22173,1
22174,1
22175,0
22176,1
22177,1
22178,1
22179,0
22180,1
22181,0
22182,1
22183,1
22184,1
22185,1
22186,1
22187,1
22188,1
22189,1
22190,1
22191,1
22192,0
22193,1
22194,1
22195,1
22196,1
22197,1
22198,0
22199,1
22200,1
22201,1
22202,1
22203,1
22204,0
22205,1
22206,1
22207,1
22208,1
22209,1
22210,1
22211,1
22212,1
22213,1
22214,0
22215,0
22216,1
22217,0
22218,1
22219,1
22220,0
22221,1
22222,1
22223,1
22224,1
22225,0
22226,0
22227,0
22228,0
22229,1
22230,1
22231,0
22232,1
22233,1
22234,1
22235,0
22236,1
22237,1
22238,1
22239,1
22240,1
22241,1
22242,1
22243,1
22244,1
22245,1
22246,0
22247,1
22248,1
22249,1
22250,1
22251,1
22252,1
22253,1
22254,1
22255,1
22256,1
22257,0
22258,1
22259,1
22260,1
22261,0
22262,1
22263,0
22264,0
22265,0
22266,1
22267,1
22268,1
22269,0
22270,0
22271,1
22272,1
22273,1
22274,1
22275,1
22276,1
22277,0
22278,1
22279,1
22280,1
22281,1
22282,1
22283,1
22284,0
22285,0
22286,1
22287,0
22288,0
22289,1
22290,1
22291,1
22292,1
22293,1
22294,1
22295,0
22296,1
22297,1
22298,1
22299,1
22300,0
22301,1
22302,1
22303,1
22304,0
22305,1
22306,1
22307,0
22308,1
22309,0
22310,0
22311,1
22312,1
22313,0
22314,1
22315,0
22316,1
22317,1
22318,1
22319,1
22320,0
22321,0
22322,1
22323,0
22324,1
22325,1
22326,1
22327,1
22328,1
22329,0
22330,0
22331,0
22332,0
22333,1
22334,0
22335,1
22336,1
22337,1
22338,1
22339,1
22340,1
22341,0
22342,1
22343,0
22344,1
22345,0
22346,1
22347,1
22348,1
22349,1
22350,1
22351,1
22352,1
22353,0
22354,1
22355,1
22356,0
22357,1
22358,1
22359,1
22360,1
22361,1
22362,0
22363,1
22364,1
22365,1
22366,1
22367,1
22368,1
22369,1
22370,1
22371,1
22372,1
22373,1
22374,0
22375,1
22376,1
22377,0
22378,1
22379,1
22380,1
22381,0
22382,1
22383,1
22384,1
22385,1
22386,1
22387,0
22388,1
22389,1
22390,1
22391,1
22392,0
22393,1
22394,1
22395,1
22396,1
22397,0
22398,1
22399,1
22400,1
22401,0
22402,1
22403,1
22404,1
22405,0
22406,0
22407,1
22408,1
22409,1
22410,1
22411,1
22412,0
22413,0
22414,1
22415,0
22416,0
22417,1
22418,1
22419,0
22420,0
22421,1
22422,1
22423,1
22424,1
22425,0
22426,1
22427,0
22428,1
22429,1
22430,1
22431,1
22432,1
22433,1
22434,1
22435,1
22436,1
22437,1
22438,1
22439,1
22440,1
22441,1
22442,0
22443,1
22444,1
22445,1
22446,0
22447,0
22448,1
22449,1
22450,0
22451,0
22452,1
22453,1
22454,1
22455,1
22456,1
22457,1
22458,1
22459,1
22460,1
22461,1
22462,1
22463,1
22464,1
22465,0
22466,1
22467,1
22468,0
22469,1
22470,1
22471,0
22472,1
22473,1
22474,0
22475,1
22476,1
22477,1
22478,0
22479,0
22480,1
22481,1
22482,0
22483,0
22484,1
22485,1
22486,1
22487,1
22488,1
22489,1
22490,1
22491,1
22492,0
22493,0
22494,1
22495,1
22496,1
22497,0
22498,0
22499,1
22500,0
22501,0
22502,1
22503,1
22504,1
22505,0
22506,0
22507,1
22508,1
22509,1
22510,1
22511,0
22512,1
22513,0
22514,1
22515,0
22516,0
22517,1
22518,0
22519,1
22520,1
22521,1
22522,1
22523,1
22524,1
22525,1
22526,1
22527,1
22528,1
22529,1
22530,0
22531,1
22532,0
22533,0
22534,1
22535,0
22536,1
22537,1
22538,1
22539,1
22540,1
22541,1
22542,0
22543,1
22544,1
22545,0
22546,1
22547,1
22548,0
22549,0
22550,1
22551,0
22552,0
22553,1
22554,0
22555,0
22556,0
22557,1
22558,0
22559,0
22560,0
22561,0
22562,1
22563,1
22564,0
22565,0
22566,1
22567,1
22568,0
22569,1
22570,1
22571,1
22572,0
22573,1
22574,1
22575,1
22576,1
22577,0
22578,0
22579,0
22580,1
22581,0
22582,1
22583,0
22584,1
22585,1
22586,0
22587,1
22588,1
22589,1
22590,1
22591,1
22592,1
22593,1
22594,0
22595,1
22596,1
22597,0
22598,1
22599,1
22600,0
22601,1
22602,0
22603,0
22604,0
22605,1
22606,1
22607,1
22608,1
22609,1
22610,0
22611,0
22612,1
22613,1
22614,1
22615,1
22616,1
22617,1
22618,0
22619,0
22620,0
22621,1
22622,1
22623,1
22624,0
22625,1
22626,1
22627,1
22628,1
22629,1
22630,0
22631,1
22632,1
22633,0
22634,1
22635,1
22636,1
22637,1
22638,1
22639,0
22640,0
22641,1
22642,1
22643,1
22644,1
22645,0
22646,1
22647,0
22648,1
22649,1
22650,1
22651,1
22652,0
22653,1
22654,1
22655,1
22656,0
22657,1
22658,0
22659,1
22660,1
22661,1
22662,1
22663,0
22664,1
22665,1
22666,0
22667,1
22668,0
22669,1
22670,1
22671,1
22672,0
22673,0
22674,1
22675,0
22676,1
22677,0
22678,1
22679,1
22680,1
22681,1
22682,1
22683,1
22684,1
22685,1
22686,0
22687,1
22688,1
22689,1
22690,1
22691,1
22692,0
22693,0
22694,1
22695,1
22696,1
22697,0
22698,1
22699,1
22700,1
22701,1
22702,1
22703,1
22704,1
22705,1
22706,1
22707,1
22708,0
22709,1
22710,1
22711,1
22712,0
22713,1
22714,1
22715,1
22716,1
22717,1
22718,1
22719,1
22720,1
22721,1
22722,0
22723,0
22724,0
22725,0
22726,1
22727,1
22728,1
22729,1
22730,0
22731,1
22732,1
22733,1
22734,1
22735,1
22736,1
22737,1
22738,0
22739,1
22740,1
22741,1
22742,0
22743,0
22744,1
22745,0
22746,1
22747,1
22748,1
22749,1
22750,1
22751,1
22752,1
22753,1
22754,0
22755,1
22756,0
22757,1
22758,1
22759,1
22760,1
22761,1
22762,1
22763,1
22764,0
22765,1
22766,1
22767,1
22768,1
22769,1
22770,1
22771,1
22772,1
22773,1
22774,1
22775,1
22776,1
22777,1
22778,0
22779,1
22780,1
22781,0
22782,0
22783,1
22784,1
22785,1
22786,1
22787,1
22788,0
22789,1
22790,1
22791,1
22792,0
22793,1
22794,1
22795,0
22796,1
22797,1
22798,1
22799,1
22800,1
22801,1
22802,0
22803,0
22804,0
22805,1
22806,0
22807,1
22808,0
22809,0
22810,1
22811,1
22812,1
22813,1
22814,1
22815,1
22816,1
22817,1
22818,0
22819,1
22820,1
22821,1
22822,1
22823,1
22824,1
22825,0
22826,1
22827,0
22828,1
22829,1
22830,1
22831,1
22832,1
22833,1
22834,0
22835,0
22836,1
22837,1
22838,1
22839,1
22840,0
22841,1
22842,1
22843,0
22844,1
22845,1
22846,1
22847,1
22848,1
22849,1
22850,1
22851,1
22852,1
22853,1
22854,1
22855,1
22856,1
22857,1
22858,1
22859,1
22860,1
22861,1
22862,1
22863,1
22864,1
22865,1
22866,0
22867,1
22868,1
22869,1
22870,1
22871,0
22872,1
22873,0
22874,1
22875,1
22876,0
22877,1
22878,0
22879,1
22880,1
22881,1
22882,0
22883,1
22884,0
22885,1
22886,1
22887,1
22888,1
22889,1
22890,1
22891,0
22892,1
22893,1
22894,0
22895,1
22896,1
22897,1
22898,1
22899,1
22900,0
22901,1
22902,1
22903,1
22904,1
22905,1
22906,1
22907,1
22908,0
22909,0
22910,1
22911,1
22912,0
22913,1
22914,1
22915,1
22916,1
22917,1
22918,1
22919,0
22920,1
22921,1
22922,1
22923,1
22924,1
22925,1
22926,1
22927,0
22928,1
22929,1
22930,1
22931,1
22932,1
22933,1
22934,1
22935,1
22936,1
22937,1
22938,1
22939,1
22940,0
22941,1
22942,1
22943,1
22944,1
22945,1
22946,1
22947,1
22948,1
22949,1
22950,1
22951,1
22952,1
22953,1
22954,1
22955,1
22956,1
22957,1
22958,1
22959,0
22960,1
22961,1
22962,1
22963,0
22964,1
22965,0
22966,1
22967,1
22968,1
22969,1
22970,0
22971,1
22972,1
22973,1
22974,1
22975,1
22976,1
22977,1
22978,0
22979,1
22980,1
22981,1
22982,1
22983,0
22984,1
22985,1
22986,1
22987,1
22988,1
22989,1
22990,1
22991,1
22992,0
22993,1
22994,1
22995,1
22996,1
22997,1
22998,0
22999,1
23000,1
23001,0
23002,1
23003,1
23004,1
23005,1
23006,0
23007,1
23008,0
23009,1
23010,0
23011,1
23012,1
23013,1
23014,1
23015,1
23016,1
23017,1
23018,1
23019,1
23020,1
23021,1
23022,0
23023,1
23024,1
23025,1
23026,1
23027,1
23028,1
23029,1
23030,0
23031,0
23032,1
23033,0
23034,1
23035,1
23036,1
23037,0
23038,0
23039,1
23040,1
23041,1
23042,1
23043,0
23044,1
23045,0
23046,0
23047,1
23048,1
23049,0
23050,1
23051,1
23052,0
23053,1
23054,0
23055,1
23056,0
23057,1
23058,1
23059,1
23060,0
23061,1
23062,1
23063,1
23064,1
23065,1
23066,1
23067,1
23068,1
23069,1
23070,1
23071,0
23072,1
23073,1
23074,0
23075,0
23076,1
23077,1
23078,1
23079,1
23080,0
23081,1
23082,0
23083,1
23084,1
23085,1
23086,1
23087,0
23088,1
23089,0
23090,0
23091,1
23092,0
23093,1
23094,1
23095,1
23096,1
23097,1
23098,1
23099,0
23100,0
23101,1
23102,0
23103,1
23104,0
23105,1
23106,0
23107,0
23108,1
23109,0
23110,1
23111,1
23112,0
23113,1
23114,1
23115,1
23116,1
23117,1
23118,1
23119,0
23120,1
23121,1
23122,1
23123,1
23124,1
23125,1
23126,1
23127,0
23128,0
23129,1
23130,1
23131,0
23132,0
23133,1
23134,1
23135,1
23136,1
23137,1
23138,1
23139,0
23140,1
23141,0
23142,1
23143,1
23144,1
23145,0
23146,1
23147,1
23148,0
23149,1
23150,1
23151,1
23152,1
23153,0
23154,0
23155,0
23156,1
23157,1
23158,1
23159,0
23160,1
23161,0
23162,1
23163,0
23164,1
23165,1
23166,1
23167,1
23168,0
23169,1
23170,1
23171,0
23172,1
23173,0
23174,0
23175,1
23176,1
23177,1
23178,1
23179,1
23180,1
23181,1
23182,1
23183,1
23184,1
23185,1
23186,1
23187,1
23188,1
23189,1
23190,0
23191,1
23192,1
23193,0
23194,1
23195,0
23196,1
23197,1
23198,1
23199,1
23200,1
23201,1
23202,1
23203,1
23204,0
23205,1
23206,1
23207,1
23208,1
23209,1
23210,1
23211,1
23212,1
23213,1
23214,1
23215,1
23216,0
23217,1
23218,1
23219,1
23220,0
23221,1
23222,0
23223,1
23224,1
23225,1
23226,1
23227,1
23228,1
23229,1
23230,0
23231,1
23232,1
23233,1
23234,1
23235,1
23236,1
23237,0
23238,0
23239,0
23240,1
23241,1
23242,1
23243,0
23244,1
23245,0
23246,1
23247,1
23248,0
23249,0
23250,1
23251,1
23252,0
23253,1
23254,1
23255,1
23256,1
23257,1
23258,1
23259,1
23260,1
23261,0
23262,1
23263,1
23264,1
23265,1
23266,0
23267,1
23268,1
23269,1
23270,1
23271,1
23272,0
23273,1
23274,1
23275,1
23276,1
23277,1
23278,1
23279,1
23280,1
23281,0
23282,1
23283,1
23284,1
23285,1
23286,0
23287,1
23288,1
23289,1
23290,1
23291,1
23292,1
23293,1
23294,0
23295,1
23296,1
23297,0
23298,1
23299,1
23300,1
23301,0
23302,1
23303,0
23304,1
23305,1
23306,1
23307,1
23308,1
23309,1
23310,1
23311,1
23312,0
23313,0
23314,1
23315,1
23316,1
23317,1
23318,1
23319,1
23320,1
23321,0
23322,1
23323,0
23324,0
23325,1
23326,1
23327,1
23328,0
23329,1
23330,0
23331,1
23332,1
23333,1
23334,0
23335,1
23336,0
23337,1
23338,1
23339,1
23340,1
23341,1
23342,0
23343,1
23344,1
23345,0
23346,0
23347,1
23348,1
23349,1
23350,1
23351,1
23352,1
23353,0
23354,1
23355,1
23356,1
23357,1
23358,1
23359,0
23360,0
23361,1
23362,1
23363,1
23364,1
23365,1
23366,1
23367,1
23368,0
23369,0
23370,1
23371,0
23372,1
23373,1
23374,1
23375,0
23376,1
23377,1
23378,1
23379,0
23380,0
23381,1
23382,0
23383,0
23384,1
23385,1
23386,0
23387,0
23388,1
23389,1
23390,1
23391,1
23392,1
23393,1
23394,1
23395,0
23396,1
23397,0
23398,1
23399,1
23400,1
23401,1
23402,1
23403,1
23404,1
23405,1
23406,0
23407,1
23408,0
23409,1
23410,1
23411,0
23412,1
23413,1
23414,0
23415,1
23416,0
23417,1
23418,1
23419,1
23420,0
23421,0
23422,1
23423,1
23424,0
23425,1
23426,0
23427,1
23428,0
23429,1
23430,1
23431,1
23432,1
23433,0
23434,1
23435,1
23436,0
23437,1
23438,0
23439,1
23440,0
23441,1
23442,0
23443,1
23444,1
23445,1
23446,1
23447,0
23448,1
23449,1
23450,1
23451,0
23452,0
23453,1
23454,0
23455,1
23456,1
23457,0
23458,1
23459,0
23460,0
23461,1
23462,1
23463,1
23464,1
23465,1
23466,1
23467,1
23468,1
23469,1
23470,1
23471,0
23472,1
23473,1
23474,1
23475,1
23476,1
23477,0
23478,0
23479,0
23480,1
23481,1
23482,0
23483,1
23484,0
23485,1
23486,1
23487,1
23488,0
23489,1
23490,1
23491,0
23492,1
23493,1
23494,1
23495,1
23496,1
23497,1
23498,1
23499,1
23500,0
23501,0
23502,1
23503,1
23504,1
23505,0
23506,1
23507,1
23508,0
23509,0
23510,1
23511,1
23512,1
23513,1
23514,0
23515,1
23516,0
23517,0
23518,0
23519,1
23520,1
23521,0
23522,1
23523,1
23524,1
23525,1
23526,1
23527,0
23528,1
23529,1
23530,0
23531,1
23532,0
23533,0
23534,1
23535,1
23536,0
23537,1
23538,1
23539,1
23540,1
23541,1
23542,0
23543,1
23544,1
23545,1
23546,1
23547,1
23548,0
23549,1
23550,1
23551,0
23552,1
23553,0
23554,1
23555,1
23556,1
23557,0
23558,1
23559,1
23560,0
23561,1
23562,1
23563,1
23564,1
23565,1
23566,1
23567,1
23568,0
23569,1
23570,1
23571,1
23572,1
23573,1
23574,0
23575,1
23576,1
23577,1
23578,1
23579,1
23580,1
23581,1
23582,1
23583,1
23584,1
23585,1
23586,1
23587,1
23588,0
23589,1
23590,0
23591,1
23592,1
23593,1
23594,1
23595,1
23596,0
23597,1
23598,1
23599,1
23600,1
23601,0
23602,1
23603,1
23604,0
23605,0
23606,1
23607,0
23608,1
23609,0
23610,1
23611,1
23612,0
23613,0
23614,1
23615,1
23616,1
23617,0
23618,1
23619,1
23620,1
23621,1
23622,1
23623,0
23624,1
23625,1
23626,1
23627,1
23628,0
23629,1
23630,1
23631,1
23632,1
23633,1
23634,1
23635,1
23636,1
23637,1
23638,1
23639,1
23640,1
23641,1
23642,1
23643,1
23644,0
23645,1
23646,0
23647,1
23648,1
23649,1
23650,0
23651,1
23652,0
23653,1
23654,0
23655,0
23656,0
23657,1
23658,1
23659,1
23660,0
23661,1
23662,0
23663,0
23664,1
23665,0
23666,0
23667,1
23668,1
23669,1
23670,1
23671,1
23672,1
23673,1
23674,1
23675,1
23676,1
23677,1
23678,1
23679,0
23680,1
23681,1
23682,0
23683,0
23684,1
23685,0
23686,1
23687,1
23688,1
23689,1
23690,1
23691,1
23692,0
23693,1
23694,1
23695,1
23696,1
23697,0
23698,1
23699,1
23700,0
23701,1
23702,1
23703,1
23704,0
23705,1
23706,0
23707,1
23708,0
23709,1
23710,1
23711,1
23712,1
23713,1
23714,1
23715,1
23716,1
23717,1
23718,1
23719,1
23720,0
23721,0
23722,1
23723,0
23724,1
23725,1
23726,1
23727,0
23728,1
23729,0
23730,1
23731,1
23732,0
23733,1
23734,1
23735,1
23736,0
23737,1
23738,1
23739,0
23740,1
23741,1
23742,1
23743,1
23744,1
23745,1
23746,1
23747,1
23748,1
23749,1
23750,1
23751,1
23752,1
23753,1
23754,1
23755,1
23756,1
23757,1
23758,0
23759,0
23760,1
23761,1
23762,0
23763,1
23764,1
23765,1
23766,1
23767,0
23768,1
23769,0
23770,1
23771,1
23772,1
23773,0
23774,1
23775,1
23776,0
23777,1
23778,1
23779,1
23780,1
23781,0
23782,0
23783,1
23784,1
23785,1
23786,1
23787,1
23788,0
23789,0
23790,0
23791,1
23792,1
23793,0
23794,1
23795,0
23796,0
23797,1
23798,1
23799,1
23800,1
23801,1
23802,1
23803,1
23804,1
23805,1
23806,1
23807,1
23808,0
23809,1
23810,1
23811,0
23812,1
23813,1
23814,1
23815,1
23816,1
23817,1
23818,1
23819,1
23820,0
23821,1
23822,1
23823,1
23824,0
23825,0
23826,1
23827,1
23828,1
23829,1
23830,1
23831,0
23832,1
23833,1
23834,0
23835,0
23836,1
23837,1
23838,0
23839,1
23840,1
23841,1
23842,0
23843,1
23844,1
23845,1
23846,1
23847,1
23848,1
23849,1
23850,1
23851,0
23852,1
23853,1
23854,0
23855,1
23856,1
23857,1
23858,1
23859,0
23860,0
23861,1
23862,1
23863,1
23864,0
23865,1
23866,0
23867,1
23868,0
23869,1
23870,1
23871,1
23872,1
23873,1
23874,1
23875,1
23876,1
23877,0
23878,1
23879,1
23880,0
23881,0
23882,1
23883,1
23884,1
23885,1
23886,1
23887,1
23888,0
23889,1
23890,1
23891,1
23892,1
23893,1
23894,1
23895,1
23896,1
23897,0
23898,0
23899,1
23900,1
23901,1
23902,1
23903,1
23904,1
23905,1
23906,1
23907,1
23908,1
23909,0
23910,0
23911,0
23912,0
23913,0
23914,0
23915,0
23916,1
23917,1
23918,1
23919,1
23920,1
23921,1
23922,1
23923,0
23924,1
23925,1
23926,1
23927,1
23928,1
23929,1
23930,1
23931,0
23932,1
23933,0
23934,0
23935,1
23936,1
23937,1
23938,1
23939,1
23940,1
23941,1
23942,1
23943,0
23944,1
23945,1
23946,0
23947,1
23948,1
23949,1
23950,1
23951,1
23952,1
23953,1
23954,1
23955,0
23956,1
23957,1
23958,1
23959,1
23960,1
23961,1
23962,1
23963,1
23964,1
23965,1
23966,1
23967,1
23968,1
23969,1
23970,0
23971,1
23972,0
23973,1
23974,1
23975,1
23976,1
23977,0
23978,0
23979,1
23980,1
23981,1
23982,0
23983,1
23984,1
23985,0
23986,1
23987,1
23988,0
23989,0
23990,1
23991,1
23992,1
23993,1
23994,1
23995,1
23996,1
23997,0
23998,1
23999,1
24000,1
24001,1
24002,0
24003,1
24004,1
24005,1
24006,1
24007,1
24008,0
24009,1
24010,1
24011,1
24012,1
24013,1
24014,1
24015,1
24016,0
24017,1
24018,1
24019,0
24020,0
24021,1
24022,1
24023,0
24024,1
24025,0
24026,1
24027,0
24028,1
24029,0
24030,1
24031,1
24032,1
24033,1
24034,1
24035,1
24036,1
24037,1
24038,1
24039,1
24040,0
24041,1
24042,1
24043,1
24044,0
24045,1
24046,0
24047,1
24048,0
24049,1
24050,1
24051,1
24052,1
24053,1
24054,1
24055,1
24056,1
24057,0
24058,0
24059,1
24060,0
24061,1
24062,1
24063,1
24064,0
24065,1
24066,1
24067,1
24068,1
24069,1
24070,1
24071,1
24072,1
24073,1
24074,0
24075,0
24076,1
24077,1
24078,1
24079,1
24080,1
24081,0
24082,1
24083,0
24084,0
24085,1
24086,1
24087,1
24088,1
24089,1
24090,1
24091,0
24092,1
24093,1
24094,1
24095,1
24096,1
24097,0
24098,1
24099,0
24100,0
24101,1
24102,1
24103,1
24104,0
24105,1
24106,1
24107,1
24108,1
24109,0
24110,1
24111,0
24112,0
24113,1
24114,1
24115,0
24116,1
24117,1
24118,1
24119,1
24120,1
24121,1
24122,1
24123,0
24124,0
24125,1
24126,0
24127,1
24128,1
24129,1
24130,1
24131,0
24132,1
24133,1
24134,1
24135,1
24136,1
24137,1
24138,1
24139,1
24140,1
24141,0
24142,1
24143,1
24144,1
24145,0
24146,1
24147,1
24148,1
24149,1
24150,0
24151,1
24152,1
24153,1
24154,1
24155,1
24156,1
24157,1
24158,1
24159,0
24160,1
24161,1
24162,1
24163,1
24164,0
24165,1
24166,0
24167,1
24168,1
24169,1
24170,1
24171,1
24172,0
24173,1
24174,0
24175,1
24176,1
24177,1
24178,1
24179,1
24180,0
24181,1
24182,1
24183,1
24184,1
24185,0
24186,1
24187,1
24188,1
24189,1
24190,1
24191,1
24192,1
24193,1
24194,1
24195,1
24196,1
24197,0
24198,0
24199,1
24200,0
24201,1
24202,0
24203,1
24204,0
24205,1
24206,1
24207,1
24208,1
24209,1
24210,1
24211,0
24212,1
24213,1
24214,1
24215,1
24216,1
24217,1
24218,0
24219,1
24220,1
24221,0
24222,1
24223,1
24224,1
24225,1
24226,1
24227,1
24228,1
24229,1
24230,1
24231,1
24232,0
24233,1
24234,0
24235,1
24236,1
24237,1
24238,1
24239,1
24240,1
24241,1
24242,1
24243,0
24244,1
24245,1
24246,1
24247,1
24248,1
24249,0
24250,0
24251,1
24252,0
24253,0
24254,1
24255,0
24256,1
24257,1
24258,1
24259,1
24260,1
24261,1
24262,1
24263,1
24264,0
24265,0
24266,1
24267,0
24268,1
24269,1
24270,1
24271,1
24272,1
24273,0
24274,0
24275,1
24276,0
24277,0
24278,0
24279,0
24280,0
24281,1
24282,1
24283,1
24284,1
24285,0
24286,0
24287,1
24288,1
24289,1
24290,1
24291,1
24292,1
24293,0
24294,1
24295,1
24296,1
24297,1
24298,1
24299,1
24300,1
24301,1
24302,1
24303,1
24304,0
24305,1
24306,1
24307,1
24308,1
24309,1
24310,1
24311,0
24312,1
24313,0
24314,1
24315,1
24316,1
24317,1
24318,1
24319,0
24320,1
24321,1
24322,1
24323,1
24324,0
24325,1
24326,1
24327,0
24328,1
24329,0
24330,1
24331,0
24332,0
24333,1
24334,1
24335,0
24336,1
24337,1
24338,1
24339,0
24340,0
24341,1
24342,1
24343,1
24344,1
24345,1
24346,1
24347,0
24348,1
24349,1
24350,1
24351,0
24352,1
24353,1
24354,1
24355,1
24356,1
24357,1
24358,1
24359,1
24360,1
24361,1
24362,1
24363,0
24364,1
24365,1
24366,0
24367,0
24368,1
24369,1
24370,1
24371,1
24372,0
24373,0
24374,0
24375,1
24376,1
24377,0
24378,1
24379,1
24380,0
24381,0
24382,1
24383,1
24384,1
24385,1
24386,0
24387,1
24388,1
24389,0
24390,1
24391,1
24392,1
24393,1
24394,1
24395,1
24396,1
24397,1
24398,1
24399,1
24400,1
24401,1
24402,0
24403,0
24404,0
24405,1
24406,1
24407,1
24408,1
24409,1
24410,1
24411,1
24412,0
24413,0
24414,1
24415,1
24416,1
24417,1
24418,1
24419,1
24420,1
24421,1
24422,1
24423,1
24424,1
24425,1
24426,1
24427,1
24428,1
24429,0
24430,1
24431,0
24432,1
24433,0
24434,0
24435,0
24436,1
24437,0
24438,1
24439,1
24440,1
24441,1
24442,1
24443,0
24444,1
24445,1
24446,1
24447,1
24448,0
24449,1
24450,0
24451,1
24452,0
24453,1
24454,1
24455,1
24456,1
24457,1
24458,1
24459,0
24460,0
24461,1
