,outcome
7752,1
7753,1
7754,1
7755,0
7756,0
7757,1
7758,1
7759,1
7760,1
7761,0
7762,1
7763,0
7764,1
7765,0
7766,0
7767,1
7768,1
7769,1
7770,1
7771,0
7772,1
7773,0
7774,1
7775,0
7776,0
7777,1
7778,1
7779,0
7780,0
7781,1
7782,0
7783,0
7784,0
7785,0
7786,0
7787,0
7788,1
7789,0
7790,0
7791,1
7792,1
7793,0
7794,1
7795,0
7796,1
7797,0
7798,1
7799,0
7800,1
7801,0
7802,0
7803,0
7804,1
7805,1
7806,1
7807,0
7808,0
7809,1
7810,0
7811,1
7812,0
7813,0
7814,1
7815,1
7816,1
7817,1
7818,0
7819,1
7820,1
7821,1
7822,0
7823,0
7824,1
7825,0
7826,1
7827,0
7828,0
7829,1
7830,0
7831,0
7832,0
7833,1
7834,0
7835,0
7836,0
7837,1
7838,0
7839,1
7840,1
7841,0
7842,0
7843,0
7844,0
7845,0
7846,0
7847,1
7848,0
7849,1
7850,1
7851,1
7852,1
7853,0
7854,1
7855,1
7856,0
7857,0
7858,1
7859,1
7860,1
7861,0
7862,1
7863,1
7864,1
7865,1
7866,1
7867,1
7868,0
7869,0
7870,0
7871,0
7872,0
7873,0
7874,0
7875,0
7876,1
7877,1
7878,1
7879,1
7880,0
7881,0
7882,0
7883,0
7884,0
7885,0
7886,0
7887,0
7888,1
7889,1
7890,0
7891,0
7892,0
7893,0
7894,1
7895,1
7896,0
7897,0
7898,0
7899,1
7900,0
7901,0
7902,1
7903,1
7904,0
7905,1
7906,0
7907,1
7908,1
7909,1
7910,0
7911,1
7912,1
7913,1
7914,1
7915,0
7916,1
7917,1
7918,0
7919,0
7920,1
7921,0
7922,1
7923,0
7924,1
7925,1
7926,0
7927,0
7928,1
7929,1
7930,0
7931,0
7932,1
7933,0
7934,0
7935,0
7936,1
7937,1
7938,0
7939,1
7940,1
7941,1
7942,1
7943,1
7944,0
7945,0
7946,0
7947,1
7948,0
7949,1
7950,0
7951,0
7952,1
7953,0
7954,0
7955,0
7956,0
7957,0
7958,1
7959,0
7960,0
7961,1
7962,1
7963,0
7964,0
7965,0
7966,0
7967,0
7968,0
7969,0
7970,0
7971,0
7972,0
7973,0
7974,0
7975,0
7976,0
7977,0
7978,1
7979,0
7980,0
7981,0
7982,1
7983,0
7984,0
7985,0
7986,0
7987,1
7988,0
7989,0
7990,0
7991,0
7992,1
7993,0
7994,0
7995,1
7996,0
7997,0
7998,0
7999,1
8000,0
8001,0
8002,1
8003,0
8004,0
8005,1
8006,1
8007,1
8008,0
8009,0
8010,1
8011,0
8012,0
8013,0
8014,1
8015,0
8016,0
8017,1
8018,0
8019,1
8020,1
8021,0
8022,0
8023,1
8024,0
8025,1
8026,0
8027,1
8028,0
8029,1
8030,1
8031,0
8032,1
8033,0
8034,1
8035,0
8036,0
8037,1
8038,1
8039,0
8040,0
8041,1
8042,0
8043,0
8044,0
8045,1
8046,0
8047,0
8048,0
8049,0
8050,0
8051,1
8052,0
8053,0
8054,0
8055,0
8056,0
8057,1
8058,0
8059,0
8060,1
8061,1
8062,1
8063,0
8064,0
8065,0
8066,0
8067,0
8068,1
8069,1
8070,0
8071,1
8072,0
8073,0
8074,1
8075,0
8076,1
8077,1
8078,0
8079,0
8080,0
8081,0
8082,0
8083,0
8084,0
8085,0
8086,0
8087,0
8088,1
8089,0
8090,0
8091,0
8092,1
8093,1
8094,0
8095,1
8096,1
8097,1
8098,0
8099,0
8100,1
8101,1
8102,0
8103,0
8104,0
8105,1
8106,0
8107,0
8108,0
8109,0
8110,1
8111,1
8112,1
8113,0
8114,1
8115,1
8116,1
8117,0
8118,0
8119,0
8120,1
8121,1
8122,0
8123,0
8124,0
8125,0
8126,1
8127,0
8128,1
8129,0
8130,1
8131,0
8132,0
8133,0
8134,0
8135,1
8136,1
8137,1
8138,0
8139,0
8140,0
8141,0
8142,0
8143,1
8144,0
8145,0
8146,1
8147,0
8148,0
8149,0
8150,0
8151,0
8152,1
8153,0
8154,1
8155,1
8156,0
8157,0
8158,0
8159,0
8160,0
8161,0
8162,0
8163,0
8164,1
8165,1
8166,0
8167,0
8168,0
8169,0
8170,0
8171,1
8172,0
8173,0
8174,1
8175,0
8176,1
8177,0
8178,0
8179,0
8180,0
8181,0
8182,1
8183,0
8184,0
8185,1
8186,0
8187,1
8188,0
8189,1
8190,0
8191,0
8192,0
8193,0
8194,0
8195,0
8196,0
8197,0
8198,1
8199,0
8200,0
8201,0
8202,0
8203,0
8204,1
8205,1
8206,1
8207,0
8208,0
8209,0
8210,1
8211,1
8212,1
8213,0
8214,0
8215,1
8216,1
8217,1
8218,0
8219,0
8220,1
8221,0
8222,0
8223,0
8224,1
8225,1
8226,0
8227,0
8228,0
8229,1
8230,1
8231,0
8232,0
8233,0
8234,1
8235,0
8236,0
8237,0
8238,0
8239,0
8240,0
8241,0
8242,0
8243,0
8244,0
8245,0
8246,0
8247,1
8248,1
8249,1
8250,0
8251,0
8252,1
8253,0
8254,1
8255,1
8256,1
8257,0
8258,0
8259,1
8260,1
8261,1
8262,0
8263,1
8264,0
8265,0
8266,0
8267,1
8268,1
8269,1
8270,1
8271,0
8272,0
8273,0
8274,1
8275,0
8276,0
8277,0
8278,0
8279,1
8280,0
8281,1
8282,0
8283,0
8284,0
8285,1
8286,0
8287,1
8288,1
8289,0
8290,1
8291,0
8292,1
8293,0
8294,0
8295,1
8296,1
8297,0
8298,0
8299,1
8300,0
8301,0
8302,1
8303,0
8304,1
8305,0
8306,0
8307,0
8308,0
8309,1
8310,1
8311,0
8312,0
8313,1
8314,1
8315,0
8316,0
8317,0
8318,0
8319,1
8320,1
8321,0
8322,1
8323,0
8324,0
8325,1
8326,0
8327,1
8328,0
8329,0
8330,1
8331,1
8332,1
8333,1
8334,0
8335,0
8336,1
8337,0
8338,0
8339,0
8340,0
8341,0
8342,1
8343,1
8344,1
8345,0
8346,0
8347,0
8348,0
8349,0
8350,0
8351,0
8352,1
8353,1
8354,0
8355,0
8356,0
8357,1
8358,0
8359,1
8360,1
8361,1
8362,0
8363,1
8364,0
8365,0
8366,0
8367,1
8368,1
8369,0
8370,1
8371,0
8372,0
8373,0
8374,1
8375,1
8376,0
8377,0
8378,0
8379,0
8380,1
8381,1
8382,0
8383,1
8384,0
8385,1
8386,1
8387,0
8388,1
8389,1
8390,0
8391,0
8392,1
8393,1
8394,1
8395,1
8396,1
8397,1
8398,0
8399,1
8400,0
8401,1
8402,0
8403,0
8404,1
8405,0
8406,1
8407,0
8408,1
8409,1
8410,1
8411,0
8412,1
8413,0
8414,0
8415,0
8416,0
8417,0
8418,1
8419,0
8420,1
8421,1
8422,0
8423,1
8424,1
8425,0
8426,0
8427,0
8428,0
8429,0
8430,1
8431,1
8432,1
8433,1
8434,0
8435,1
8436,0
8437,0
8438,0
8439,0
8440,1
8441,0
8442,0
8443,0
8444,1
8445,0
8446,0
8447,1
8448,1
8449,1
8450,0
8451,1
8452,0
8453,1
8454,1
8455,0
8456,0
8457,1
8458,0
8459,1
8460,0
8461,0
8462,0
8463,0
8464,0
8465,0
8466,0
8467,0
8468,0
8469,1
8470,1
8471,1
8472,1
8473,1
8474,1
8475,0
8476,1
8477,0
8478,1
8479,1
8480,0
8481,0
8482,1
8483,0
8484,0
8485,0
8486,1
8487,1
8488,0
8489,1
8490,1
8491,1
8492,1
8493,1
8494,0
8495,1
8496,0
8497,0
8498,0
8499,0
8500,0
8501,0
8502,0
8503,0
8504,0
8505,1
8506,1
8507,1
8508,1
8509,0
8510,0
8511,1
8512,0
8513,1
8514,0
8515,1
8516,1
8517,1
8518,0
8519,1
8520,1
8521,0
8522,0
8523,0
8524,1
8525,0
8526,0
8527,0
8528,1
8529,0
8530,1
8531,1
8532,1
8533,1
8534,0
8535,0
8536,0
8537,1
8538,0
8539,1
8540,0
8541,0
8542,1
8543,1
8544,1
8545,0
8546,0
8547,0
8548,0
8549,0
8550,1
8551,0
8552,0
8553,1
8554,0
8555,0
8556,1
8557,1
8558,1
8559,0
8560,0
8561,0
8562,1
8563,0
8564,1
8565,1
8566,0
8567,1
8568,0
8569,1
8570,1
8571,0
8572,1
8573,0
8574,1
8575,0
8576,0
8577,1
8578,0
8579,0
8580,1
8581,0
8582,1
8583,0
8584,1
8585,0
8586,0
8587,0
8588,0
8589,1
8590,0
8591,0
8592,1
8593,0
8594,0
8595,0
8596,0
8597,0
8598,0
8599,0
8600,0
8601,0
8602,0
8603,1
8604,0
8605,0
8606,1
8607,1
8608,1
8609,1
8610,0
8611,1
8612,0
8613,1
8614,1
8615,0
8616,1
8617,0
8618,0
8619,1
8620,1
8621,0
8622,0
8623,1
8624,0
8625,0
8626,0
8627,1
8628,0
8629,1
8630,0
8631,0
8632,0
8633,0
8634,1
8635,0
8636,0
8637,0
8638,0
8639,0
8640,0
8641,0
8642,0
8643,1
8644,1
8645,1
8646,1
8647,0
8648,0
8649,0
8650,1
8651,0
8652,0
8653,0
8654,0
8655,0
8656,0
8657,1
8658,0
8659,0
8660,1
8661,1
8662,1
8663,1
8664,0
8665,0
8666,0
8667,1
8668,1
8669,0
8670,1
8671,1
8672,0
8673,1
8674,0
8675,0
8676,0
8677,1
8678,1
8679,0
8680,1
8681,0
8682,1
8683,1
8684,0
8685,0
8686,1
8687,0
8688,1
8689,1
8690,1
8691,0
8692,1
8693,0
8694,0
8695,0
8696,0
8697,0
8698,0
8699,0
8700,1
8701,1
8702,1
8703,1
8704,1
8705,0
8706,0
8707,0
8708,1
8709,1
8710,0
8711,0
8712,0
8713,0
8714,1
8715,1
8716,0
8717,0
8718,1
8719,0
8720,0
8721,0
8722,1
8723,1
8724,0
8725,0
8726,0
8727,1
8728,1
8729,1
8730,0
8731,1
8732,0
8733,0
8734,0
8735,1
8736,0
8737,1
8738,0
8739,0
8740,1
8741,1
8742,0
8743,1
8744,0
8745,0
8746,0
8747,0
8748,0
8749,0
8750,0
8751,0
8752,0
8753,1
8754,0
8755,1
8756,0
8757,0
8758,0
8759,0
8760,0
8761,1
8762,0
8763,1
8764,1
8765,0
8766,0
8767,1
8768,0
8769,0
8770,0
8771,0
8772,0
8773,0
8774,0
8775,1
8776,0
8777,1
8778,1
8779,0
8780,1
8781,1
8782,0
8783,0
8784,0
8785,1
8786,0
8787,0
8788,0
8789,0
8790,1
8791,1
8792,1
8793,1
8794,0
8795,1
8796,0
8797,0
8798,0
8799,1
8800,1
8801,0
8802,0
8803,1
8804,1
8805,1
8806,1
8807,0
8808,0
8809,1
8810,1
8811,0
8812,0
8813,0
8814,1
8815,0
8816,0
8817,0
8818,0
8819,1
8820,1
8821,0
8822,0
8823,0
8824,0
8825,1
8826,1
8827,0
8828,0
8829,0
8830,0
8831,1
8832,1
8833,1
8834,1
8835,1
8836,0
8837,0
8838,1
8839,0
8840,0
8841,1
8842,0
8843,1
8844,0
8845,0
8846,0
8847,1
8848,0
8849,0
8850,0
8851,0
8852,1
8853,1
8854,0
8855,0
8856,0
8857,0
8858,0
8859,1
8860,1
8861,1
8862,0
8863,0
8864,1
8865,0
8866,0
8867,0
8868,0
8869,1
8870,0
8871,0
8872,0
8873,1
8874,0
8875,0
8876,0
8877,1
8878,0
8879,0
8880,0
8881,1
8882,0
8883,1
8884,0
8885,1
8886,0
8887,0
8888,0
8889,0
8890,0
8891,0
8892,1
8893,1
8894,0
8895,1
8896,0
8897,0
8898,0
8899,0
8900,0
8901,1
8902,1
8903,1
8904,1
8905,0
8906,0
8907,0
8908,0
8909,0
8910,0
8911,1
8912,0
8913,0
8914,0
8915,1
8916,1
8917,0
8918,0
8919,1
8920,0
8921,1
8922,0
8923,0
8924,1
8925,0
8926,0
8927,0
8928,1
8929,0
8930,0
8931,0
8932,0
8933,0
8934,0
8935,0
8936,0
8937,1
8938,0
8939,0
8940,0
8941,0
8942,0
8943,1
8944,0
8945,1
8946,0
8947,1
8948,0
8949,1
8950,0
8951,1
8952,0
8953,1
8954,1
8955,0
8956,1
8957,0
8958,0
8959,1
8960,0
8961,0
8962,1
8963,0
8964,0
8965,1
8966,0
8967,1
8968,1
8969,0
8970,0
8971,1
8972,1
8973,0
8974,0
8975,0
8976,1
8977,0
8978,0
8979,0
8980,1
8981,0
8982,0
8983,0
8984,1
8985,0
8986,0
8987,0
8988,0
8989,1
8990,0
8991,0
8992,1
8993,1
8994,0
8995,0
8996,1
8997,1
8998,0
8999,0
9000,1
9001,0
9002,0
9003,1
9004,1
9005,1
9006,0
9007,1
9008,0
9009,1
9010,1
9011,1
9012,0
9013,1
9014,1
9015,0
9016,1
9017,1
9018,1
9019,1
9020,1
9021,1
9022,0
9023,0
9024,1
9025,1
9026,1
9027,0
9028,0
9029,0
9030,0
9031,0
9032,1
9033,1
9034,0
9035,0
9036,1
9037,1
9038,0
9039,0
9040,0
9041,0
9042,0
9043,0
9044,1
9045,0
9046,0
9047,0
9048,0
9049,0
9050,0
9051,0
9052,1
9053,0
9054,0
9055,0
9056,1
9057,1
9058,0
9059,0
9060,0
9061,1
9062,0
9063,0
9064,0
9065,1
9066,1
9067,0
9068,1
9069,1
9070,1
9071,1
9072,1
9073,1
9074,0
9075,0
9076,0
9077,1
9078,0
9079,0
9080,1
9081,0
9082,1
9083,0
9084,0
9085,0
9086,0
9087,1
9088,0
9089,1
9090,1
9091,1
9092,1
9093,1
9094,0
9095,0
9096,0
9097,1
9098,1
9099,1
9100,0
9101,1
9102,1
9103,1
9104,0
9105,1
9106,1
9107,1
9108,1
9109,1
9110,1
9111,1
9112,0
9113,0
9114,0
9115,1
9116,1
9117,0
9118,0
9119,1
9120,1
9121,1
9122,0
9123,0
9124,1
9125,1
9126,0
9127,0
9128,0
9129,1
9130,0
9131,1
9132,0
9133,0
9134,1
9135,0
9136,0
9137,0
9138,1
9139,1
9140,0
9141,0
9142,1
9143,0
9144,0
9145,1
9146,1
9147,1
9148,0
9149,1
9150,1
9151,1
9152,1
9153,0
9154,1
9155,1
9156,0
9157,0
9158,0
9159,0
9160,1
9161,0
9162,0
9163,1
9164,1
9165,1
9166,1
9167,0
9168,0
9169,1
9170,0
9171,0
9172,0
9173,0
9174,1
9175,1
9176,0
9177,1
9178,0
9179,0
9180,0
9181,0
9182,1
9183,0
9184,0
9185,1
9186,0
9187,0
9188,0
9189,1
9190,0
9191,0
9192,0
9193,1
9194,0
9195,1
9196,1
9197,0
9198,0
9199,1
9200,0
9201,0
9202,0
9203,1
9204,0
9205,1
9206,1
9207,0
9208,1
9209,1
9210,1
9211,0
9212,0
9213,1
9214,1
9215,1
9216,1
9217,1
9218,1
9219,0
9220,0
9221,1
9222,0
9223,0
9224,1
9225,1
9226,1
9227,1
9228,0
9229,1
9230,0
9231,1
9232,1
9233,0
9234,1
9235,0
9236,0
9237,1
9238,1
9239,1
9240,1
9241,0
9242,0
9243,0
9244,1
9245,0
9246,1
9247,1
9248,1
9249,1
9250,1
9251,1
9252,1
9253,1
9254,0
9255,0
9256,0
9257,0
9258,1
9259,1
9260,0
9261,0
9262,0
9263,0
9264,1
9265,1
9266,0
9267,0
9268,0
9269,0
9270,1
9271,1
9272,0
9273,0
9274,0
9275,0
9276,0
9277,0
9278,0
9279,0
9280,0
9281,0
9282,0
9283,0
9284,1
9285,0
9286,1
9287,0
9288,0
9289,0
9290,0
9291,0
9292,1
9293,1
9294,0
9295,0
9296,1
9297,1
9298,0
9299,1
9300,0
9301,1
9302,0
9303,0
9304,0
9305,0
9306,1
9307,1
9308,0
9309,0
9310,0
9311,0
9312,1
9313,0
9314,0
9315,0
9316,1
9317,0
9318,0
9319,0
9320,1
9321,1
9322,0
9323,0
9324,1
9325,0
9326,0
9327,0
9328,0
9329,0
9330,1
9331,0
9332,0
9333,1
9334,1
9335,0
9336,0
9337,1
9338,0
9339,0
9340,0
9341,0
9342,1
9343,1
9344,1
9345,1
9346,1
9347,0
9348,0
9349,0
9350,1
9351,1
9352,0
9353,0
9354,0
9355,0
9356,1
9357,0
9358,0
9359,1
9360,1
9361,0
9362,0
9363,0
9364,0
9365,0
9366,0
9367,1
9368,1
9369,1
9370,1
9371,0
9372,1
9373,1
9374,0
9375,1
9376,0
9377,1
9378,1
9379,0
9380,0
9381,0
9382,0
9383,0
9384,0
9385,0
9386,0
9387,1
9388,0
9389,1
9390,1
9391,1
9392,0
9393,0
9394,1
9395,0
9396,1
9397,0
9398,0
9399,0
9400,0
9401,0
9402,1
9403,1
9404,0
9405,1
9406,0
9407,0
9408,1
9409,1
9410,0
9411,1
9412,0
9413,1
9414,1
9415,1
9416,1
9417,0
9418,1
9419,0
9420,1
9421,0
9422,0
9423,1
9424,0
9425,1
9426,0
9427,1
9428,0
9429,1
9430,1
9431,0
9432,0
9433,0
9434,0
9435,0
9436,1
9437,1
9438,1
9439,0
9440,1
9441,0
9442,0
9443,0
9444,0
9445,1
9446,0
9447,1
9448,1
9449,0
9450,0
9451,0
9452,1
9453,1
9454,1
9455,0
9456,1
9457,1
9458,1
9459,1
9460,0
9461,1
9462,0
9463,1
9464,0
9465,1
9466,1
9467,1
9468,0
9469,1
9470,0
9471,0
9472,0
9473,0
9474,1
9475,1
9476,1
9477,0
9478,1
9479,1
9480,0
9481,0
9482,1
9483,0
9484,0
9485,0
9486,0
9487,0
9488,0
9489,0
9490,0
9491,1
9492,1
9493,1
9494,0
9495,1
9496,0
9497,0
9498,1
9499,0
9500,1
9501,0
9502,0
9503,0
9504,1
9505,0
9506,1
9507,1
9508,1
9509,1
9510,1
9511,0
9512,1
9513,1
9514,0
9515,0
9516,1
9517,0
9518,1
9519,0
9520,0
9521,1
9522,0
9523,0
9524,0
9525,0
9526,0
9527,0
9528,0
9529,1
9530,1
9531,1
9532,0
9533,0
9534,0
9535,0
9536,0
9537,1
9538,1
9539,0
9540,0
9541,0
9542,0
9543,1
9544,0
9545,1
9546,1
9547,0
9548,0
9549,0
9550,1
9551,1
9552,0
9553,0
9554,1
9555,1
9556,0
9557,0
9558,1
9559,1
9560,1
9561,1
9562,1
9563,0
9564,0
9565,1
9566,0
9567,1
9568,1
9569,0
9570,0
9571,0
9572,0
9573,1
9574,0
9575,0
9576,0
9577,1
9578,0
9579,0
9580,0
9581,0
9582,1
9583,1
9584,1
9585,0
9586,1
9587,0
9588,0
9589,0
9590,0
9591,0
9592,1
9593,1
9594,0
9595,0
9596,0
9597,1
9598,0
9599,0
9600,1
9601,0
9602,1
9603,1
9604,0
9605,1
9606,1
9607,0
9608,0
9609,0
9610,0
9611,1
9612,0
9613,0
9614,0
9615,0
9616,1
9617,0
9618,1
9619,0
9620,0
9621,0
9622,0
9623,1
9624,0
9625,0
9626,1
9627,0
9628,0
9629,1
9630,0
9631,1
9632,0
9633,0
9634,1
9635,0
9636,0
9637,0
9638,0
9639,0
9640,1
9641,0
9642,0
9643,1
9644,0
9645,1
9646,1
9647,1
9648,1
9649,0
9650,0
9651,1
9652,1
9653,1
9654,0
9655,0
9656,0
9657,0
9658,0
9659,1
9660,1
9661,0
9662,0
9663,1
9664,1
9665,1
9666,1
9667,0
9668,0
9669,1
9670,0
9671,0
9672,1
9673,0
9674,0
9675,1
9676,1
9677,0
9678,1
9679,0
9680,0
9681,0
9682,0
9683,0
9684,1
9685,0
9686,1
9687,0
9688,1
9689,0
9690,0
9691,1
9692,0
9693,1
9694,0
9695,0
9696,1
9697,0
9698,0
9699,0
9700,0
9701,1
9702,0
9703,1
9704,1
9705,0
9706,0
9707,0
9708,0
9709,1
9710,0
9711,1
9712,0
9713,0
9714,1
9715,1
9716,1
9717,0
9718,1
9719,0
9720,0
9721,1
9722,0
9723,0
9724,1
9725,0
9726,0
9727,0
9728,0
9729,0
9730,1
9731,0
9732,1
9733,0
9734,1
9735,0
9736,1
9737,1
9738,1
9739,1
9740,0
9741,0
9742,1
9743,0
9744,1
9745,1
9746,1
9747,0
9748,0
9749,1
9750,0
9751,0
9752,0
9753,0
9754,1
9755,0
9756,0
9757,0
9758,0
9759,1
9760,1
9761,0
9762,0
9763,0
9764,0
9765,0
9766,0
9767,0
9768,0
9769,0
9770,1
9771,0
9772,1
9773,0
9774,0
9775,1
9776,0
9777,0
9778,0
9779,1
9780,1
9781,1
9782,0
9783,1
9784,1
9785,1
9786,1
9787,0
9788,1
9789,1
9790,0
9791,1
9792,1
9793,1
9794,0
9795,0
9796,1
9797,0
9798,1
9799,0
9800,0
9801,0
9802,0
9803,0
9804,1
9805,0
9806,0
9807,1
9808,0
9809,0
9810,1
9811,0
9812,0
9813,0
9814,0
9815,0
9816,0
9817,0
9818,1
9819,1
9820,1
9821,0
9822,1
9823,0
9824,0
9825,0
9826,0
9827,0
9828,0
9829,1
9830,0
9831,0
9832,0
9833,1
9834,1
9835,1
9836,1
9837,0
9838,0
9839,1
9840,1
9841,1
9842,0
9843,1
9844,1
9845,0
9846,0
9847,1
9848,0
9849,0
9850,0
9851,0
9852,1
9853,0
9854,0
9855,0
9856,1
9857,1
9858,1
9859,1
9860,1
9861,0
9862,1
9863,1
9864,0
9865,1
9866,0
9867,0
9868,0
9869,1
9870,1
9871,1
9872,0
9873,0
9874,1
9875,0
9876,1
9877,0
9878,0
9879,0
9880,0
9881,1
9882,0
9883,1
9884,1
9885,0
9886,1
9887,0
9888,0
9889,0
9890,0
9891,0
9892,1
9893,0
9894,0
9895,1
9896,0
9897,0
9898,1
9899,0
9900,1
9901,1
9902,1
9903,1
9904,1
9905,0
9906,0
9907,0
9908,1
9909,0
9910,1
9911,1
9912,1
9913,0
9914,1
9915,1
9916,0
9917,0
9918,1
9919,0
9920,1
9921,0
9922,0
9923,1
9924,0
9925,0
9926,0
9927,0
9928,1
9929,1
9930,0
9931,1
9932,1
9933,0
9934,1
9935,1
9936,1
9937,0
9938,0
9939,1
9940,1
9941,1
9942,0
9943,0
9944,0
9945,0
9946,0
9947,0
9948,0
9949,0
9950,0
9951,1
9952,1
9953,0
9954,0
9955,1
9956,0
9957,0
9958,1
9959,0
9960,0
9961,0
9962,1
9963,1
9964,0
9965,1
9966,1
9967,0
9968,0
9969,0
9970,1
9971,0
9972,0
9973,0
9974,0
9975,0
9976,0
9977,0
9978,1
9979,0
9980,0
9981,1
9982,1
9983,0
9984,0
9985,1
9986,1
9987,0
9988,0
9989,0
9990,1
9991,0
9992,1
9993,0
9994,0
9995,0
9996,0
9997,0
9998,0
9999,1
10000,0
10001,1
10002,0
10003,0
10004,1
10005,1
10006,0
10007,1
10008,0
10009,0
10010,0
10011,1
10012,0
10013,0
10014,1
10015,1
10016,1
10017,0
10018,0
10019,0
10020,0
10021,0
10022,1
10023,0
10024,0
10025,1
10026,1
10027,0
10028,0
10029,1
10030,1
10031,0
10032,0
10033,0
10034,1
10035,0
10036,1
10037,0
10038,0
10039,0
10040,1
10041,0
10042,0
10043,1
10044,1
10045,0
10046,1
10047,0
10048,1
10049,1
10050,0
10051,1
10052,0
10053,0
10054,0
10055,0
10056,0
10057,0
10058,0
10059,0
10060,0
10061,0
10062,1
10063,0
10064,0
10065,0
10066,1
10067,1
10068,1
10069,1
10070,0
10071,1
10072,0
10073,1
10074,0
10075,0
10076,0
10077,0
10078,1
10079,0
10080,0
10081,1
10082,0
10083,0
10084,0
10085,0
10086,1
10087,0
10088,1
10089,1
10090,0
10091,0
10092,0
10093,0
10094,0
10095,0
10096,0
10097,0
10098,0
10099,0
10100,1
10101,1
10102,0
10103,1
10104,1
10105,1
10106,0
10107,1
10108,0
10109,1
10110,1
10111,1
10112,0
10113,0
10114,1
10115,1
10116,0
10117,0
10118,0
10119,0
10120,1
10121,0
10122,1
10123,0
10124,0
10125,0
10126,1
10127,0
10128,0
10129,1
10130,1
10131,0
10132,0
10133,1
10134,1
10135,0
10136,1
10137,0
10138,1
10139,0
10140,0
10141,0
10142,1
10143,0
10144,0
10145,1
10146,1
10147,0
10148,1
10149,0
10150,1
10151,0
10152,0
10153,1
10154,0
10155,0
10156,0
10157,0
10158,1
10159,0
10160,0
10161,0
10162,0
10163,0
10164,1
10165,0
10166,1
10167,0
10168,0
10169,1
10170,0
10171,0
10172,1
10173,1
10174,0
10175,1
10176,1
10177,1
10178,1
10179,0
10180,1
10181,1
10182,0
10183,0
10184,0
10185,0
10186,1
10187,0
10188,1
10189,0
10190,1
10191,1
10192,1
10193,0
10194,0
10195,0
10196,0
10197,1
10198,1
10199,0
10200,0
10201,0
10202,1
10203,1
10204,0
10205,1
10206,0
10207,0
10208,1
10209,1
10210,1
10211,1
10212,0
10213,0
10214,0
10215,1
10216,0
10217,0
10218,0
10219,0
10220,0
10221,1
10222,0
10223,1
10224,0
10225,1
10226,0
10227,1
10228,1
10229,1
10230,0
10231,0
10232,0
10233,1
10234,0
10235,0
10236,1
10237,1
10238,0
10239,0
10240,0
10241,1
10242,0
10243,1
10244,0
10245,0
10246,1
10247,0
10248,1
10249,1
10250,1
10251,0
10252,0
10253,0
10254,0
10255,1
10256,0
10257,0
10258,0
10259,0
10260,0
10261,0
10262,0
10263,0
10264,0
10265,1
10266,1
10267,0
10268,0
10269,0
10270,0
10271,1
10272,0
10273,0
10274,0
10275,0
10276,1
10277,0
10278,1
10279,1
10280,1
10281,1
10282,0
10283,1
10284,0
10285,0
10286,0
10287,0
10288,1
10289,0
10290,0
10291,1
10292,0
10293,1
10294,0
10295,0
10296,0
10297,1
10298,1
10299,0
10300,0
10301,1
10302,0
10303,0
10304,1
10305,1
10306,0
10307,1
10308,0
10309,1
10310,1
10311,0
10312,0
10313,1
10314,1
10315,0
10316,0
10317,0
10318,0
10319,0
10320,0
10321,0
10322,1
10323,1
10324,0
10325,1
10326,0
10327,0
10328,1
10329,0
10330,0
10331,1
10332,1
10333,0
10334,1
10335,0
10336,0
10337,0
10338,1
10339,1
10340,1
10341,0
10342,1
10343,0
10344,1
10345,0
10346,0
10347,1
10348,0
10349,1
10350,0
10351,1
10352,1
10353,1
10354,0
10355,0
10356,0
10357,1
10358,1
10359,1
10360,0
10361,1
10362,1
10363,0
10364,0
10365,0
10366,1
10367,0
10368,1
10369,1
10370,0
10371,0
10372,0
10373,0
10374,0
10375,1
10376,0
10377,1
10378,0
10379,0
10380,1
10381,1
10382,1
10383,0
10384,0
10385,1
10386,0
10387,1
10388,1
10389,0
10390,0
10391,0
10392,0
10393,0
10394,0
10395,1
10396,0
10397,0
10398,0
10399,0
10400,1
10401,1
10402,0
10403,0
10404,1
10405,1
10406,0
10407,0
10408,1
10409,1
10410,0
10411,1
10412,0
10413,1
10414,1
10415,0
10416,1
10417,0
10418,0
10419,0
10420,1
10421,0
10422,0
10423,0
10424,0
10425,0
10426,0
10427,1
10428,0
10429,1
10430,1
10431,0
10432,1
10433,0
10434,0
10435,0
10436,0
10437,1
10438,1
10439,1
10440,0
10441,1
10442,0
10443,0
10444,0
10445,1
10446,0
10447,0
10448,0
10449,0
10450,0
10451,1
10452,0
10453,1
10454,1
10455,1
10456,0
10457,1
10458,0
10459,1
10460,0
10461,0
10462,0
10463,1
10464,0
10465,1
10466,0
10467,0
10468,1
10469,1
10470,0
10471,1
10472,1
10473,0
10474,1
10475,1
10476,0
10477,0
10478,0
10479,1
10480,1
10481,0
10482,1
10483,1
10484,0
10485,1
10486,1
10487,1
10488,0
10489,0
10490,0
10491,0
10492,0
10493,1
10494,0
10495,0
10496,0
10497,0
10498,0
10499,0
10500,1
10501,1
10502,0
10503,1
10504,0
10505,0
10506,0
10507,0
10508,1
10509,0
10510,0
10511,1
10512,0
10513,0
10514,0
10515,0
10516,0
10517,0
10518,0
10519,1
10520,1
10521,0
10522,0
10523,0
10524,1
10525,0
10526,0
10527,0
10528,0
10529,0
10530,1
10531,1
10532,1
10533,0
10534,1
10535,1
10536,1
10537,0
10538,0
10539,1
10540,0
10541,0
10542,1
10543,1
10544,1
10545,0
10546,1
10547,0
10548,0
10549,1
10550,0
